StationNbr,Name,City,RegionalOffice,County,ConnectDate,DisconnectDate,IsActive,IsEtoStation,Elevation,GroundCover,HmsLatitude,HmsLongitude,SitingDesc,lat,lon,elev_ft,connect,disconnect,elev_m,dist_to_almond_km,in_window
91,Tulelake FS,Tulelake,Northern Region Office,Siskiyou,4/12/1989,12/31/2035,True,True,4035,Grass,41º57'32N / 41.958869,-121º28'21W / -121.47237,"DATE: 11-12-02<br />
<br />
STATION#:91<br />
STATION NAME: Tulelake FS<br />
ETO ZONE: 7<br />
PREVAILING WINDS: NW<br />
LOCAL CHARACTER: Remote area in the Northeast Plateau area of California. It is characterized as an agricultural/recreation region. Crops include hay, strawberry plants, potatoes and horseradish.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
The station is located on the grounds of a University of California Field Station. The facility conducts research into the cultivation of root crops, alfalfa and small grains. In one of the research plots, well-maintained sprinkler irrigated grass surrounds the station. Test plots cover the remainder of the area.<br />
<br />
NORTH:<br />
50ft: Turf<br />
50-300  ft: Research plots---varies from year to year<br />
<br />
EAST:<br />
75ft: Turf<br />
75-300  ft: Irrigation ditch and native vegetation<br />
<br />
SOUTH:<br />
50ft: Turf<br />
50-300  ft: Research plots---varies from year to year<br />
<br />
WEST:<br />
75ft: Turf<br />
75-200  ft: Research plots---varies from year to year<br />
200  ft: Facility buildings and equipment parking area<br />
<br />
COMMENTS:<br />
The raingage is covered during irrigation. The condition of the upwind research plots before planting or after harvest may affect the station adversely.",41.958869,-121.47237,4035,1989-04-12,2035-12-31,1229.8680000000002,187.76,True
92,Kesterson,Gustine,South Central Region Office,Merced,10/13/1989,10/11/2021,False,False,75,Grass,37º13'55N / 37.231861,-120º52'51W / -120.88082,"DATE: 11-12-02<br/><br/>	
STATION#:92<br/>                             STATION NAME: Kesterson<br/>
ETO ZONE: 15<br/>
PREVAILING WINDS: NW<br/> 
LOCAL CHARACTER: Located in the Kesterson Marsh area to provide research support data.  Kesterson Marsh is a large native vegetation region.<br/><br/>   

DESCRIPTION OF STATION SITE:<br/>
The station is located in a dry native vegetation area adjacent to an elevated access road.<br/><br/>

NORTH:<br/>
2500+ ft: non-irrigated native vegetation<br/><br/>

EAST:<br/>
2500+ ft: non-irrigated native vegetation<br/><br/>

SOUTH:<br/>
100ft: non-irrigated native vegetation<br/>
100-175ft: elevated levee access road approximately 8-10` above grade.<br/><br/>

WEST:<br/>
2500+ ft: non-irrigated native vegetation<br/><br/>

COMMENTS:<br/>
This is a non-ETo site.  The native vegetation is untended and may, at times exceed 3-4` tall and can be quite dense around the station.  During the winter, the site is usually flooded with a foot or more of water.",37.231861,-120.88082,75,1989-10-13,2021-10-11,22.86,8.5,True
93,Lamont,Lamont,South Central Region Office,Kern,2/4/1990,10/3/1994,False,True,382,Grass,35º17'12N / 35.286667,-118º55'43W / -118.92861,,35.286667,-118.92861,382,1990-02-04,1994-10-03,116.43360000000001,0.7,False
94,Goleta Foothills,Goleta,Southern Region Office,Santa Barbara,7/7/1990,7/18/2016,False,True,640,Grass,34º28'17N / 34.471333,-119º52'9W / -119.86929,,34.471333,-119.86929,640,1990-07-07,2016-07-18,195.072,83.57,True
95,Watsonville,Watsonville,South Central Region Office,Santa Cruz,9/13/1989,7/24/1995,False,True,100,Grass,36º53'10N / 36.886111,-121º48'32W / -121.80889,,36.886111,-121.80889,100,1989-09-13,1995-07-24,30.48,72.88,False
96,Woodside,Woodside,North Central Region Office,San Mateo,10/31/1990,1/24/1994,False,True,560,Grass,37º27'13N / 37.453661,-122º16'54W / -122.2817,,37.453661,-122.2817,560,1990-10-31,1994-01-24,170.68800000000002,65.14,False
97,Port Hueneme,Port Hueneme,Southern Region Office,Ventura,2/16/1991,7/31/2000,False,True,18,Grass,34º10'24N / 34.173333,-119º12'0W / -119.2,,34.173333,-119.2,18,1991-02-16,2000-07-31,5.486400000000001,92.33,False
98,Ramona,Ramona,Southern Region Office,San Diego,4/20/1991,5/28/1998,False,True,1340,Grass,33º2'58N / 33.049444,-116º56'18W / -116.93833,,33.049444,-116.93833,1340,1991-04-20,1998-05-28,408.432,220.46,False
99,Santa Monica,Santa Monica,Southern Region Office,Los Angeles,12/11/1992,5/8/2050,True,True,340,Grass,34º2'40N / 34.044311,-118º28'37W / -118.47689,"DATE: 5-9-03<br />
<br />
STATION #: 99 <br />
STATION NAME: SANTA MONICA<br />
Prevailing Winds: SW&nbsp; <br />
ETo ZONE: 2-3<br />
<br />
Caution advised when using ETo data from this station due to limited extent of grassy surface, buildings obstructing wind, and pavement within 50 ft of station equipment.",34.044311,-118.47689,340,1992-12-11,2050-05-08,103.632,107.93,True
100,Fremont,Fremont,North Central Region Office,Alameda,8/29/1991,6/19/2000,False,True,40,Grass,37º31'33N / 37.525853,-121º58'3W / -121.96758,,37.525853,-121.96758,40,1991-08-29,2000-06-19,12.192,42.94,False
101,Piru,Piru,Southern Region Office,Ventura,8/27/1991,2/20/2005,False,True,640,Alfalfa,34º22'30N / 34.375,-118º47'20W / -118.78889,"DATE: 11-25-02<br/><br/>
STATION#:101<br/>                            STATION NAME: Piru<br/> 
ETO ZONE: 4<br/> 
PREVAILING WINDS:<br/>   
LOCAL CHARACTER: Primarily agricultural but is slowly becoming urbanized with permanent and seasonal residences.<br/><br/>   

DESCRIPTION OF STATION SITE:<br/>
The station is located on a water spreading ground and is sprinkler irrigated.  The site is typically sown to alfalfa, which is baled and removed from the site.<br/><br/> 

NORTH:<br/>
300+ ft: Alfalfa<br/><br/>

EAST:<br/>
300+ ft: Alfalfa<br/><br/>

SOUTH:<br/>
300+ ft: Alfalfa<br/><br/> 

WEST:<br/>
300+ ft: Alfalfa<br/><br/>
 
COMMENTS:<br/>
The land is usually contracted to a local farmer who irrigates the crop and harvests it for his use. The amount of water available for irrigation is variable from year to year and, as a consequence, the area around the station may be, at times, under irrigated. ETo should be used with  caution.",34.375,-118.78889,640,1991-08-27,2005-02-20,195.072,65.59,False
102,El Dorado,Long Beach,Southern Region Office,Los Angeles,10/24/1990,10/20/1999,False,True,17,Grass,33º47'50N / 33.797222,-118º5'38W / -118.09389,,33.797222,-118.09389,17,1990-10-24,1999-10-20,5.1816,147.0,False
103,Windsor,Windsor,North Central Region Office,Sonoma,12/14/1990,12/31/2050,True,True,92,Grass,38º31'36N / 38.52665,-122º48'50W / -122.813758,"DATE: 11-25-02<br />
STATION#:103<br />
STATION NAME: Windsor<br />
ETO ZONE: 5<br />
PREVAILING WINDS: S<br />
LOCAL CHARACTER: This is an agricultural area that is becoming urbanized. Principal crops include apples, wine grapes and dairy.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
The station has been installed on a large tract of land that is used for treated wastewater disposal. The wastewater is sprayed on the land and the mixed grasses that grow there are harvested as hay or is grazed.<br />
<br />
NORTH:<br />
50-300  ft: Mixed grass pasture<br />
<br />
EAST:<br />
300  ft: Mixed grasses<br />
<br />
SOUTH:<br />
300  ft: Mixed grasses<br />
<br />
WEST:<br />
200  ft: Mixed grasses<br />
200-250 ft: Paved road<br />
250  ft: Pasture<br />
<br />
COMMENTS:<br />
Conditions surrounding the station can, and do, change depending on the season. The area is irrigated, sometimes excessively, and the resultant growth is harvested as hay. CIMIS site criteria exists for this site for a short period of each growing season. ETo from this site should used with some caution.",38.52665,-122.813758,92,1990-12-14,2050-12-31,28.041600000000003,56.72,True
104,De Laveaga,Santa Cruz,South Central Region Office,Santa Cruz,9/28/1990,12/31/2050,True,True,300,Grass,36º59'51N / 36.997444,-121º59'48W / -121.99676,,36.997444,-121.99676,300,1990-09-28,2050-12-31,91.44,83.12,True
105,Westlands,Tranquility,South Central Region Office,Fresno,4/17/1992,12/31/2050,True,True,191,Grass,36º38'3N / 36.634028,-120º22'55W / -120.38181,"DATE:11-12-02<br />
<br />
STATION #:105<br />
STATION NAME: Westlands (Tranquility)<br />
ETO ZONE: 16<br />
PREVAILING WINDS: NW<br />
LOCAL CHARACTER: Located in an agricultural area near row crops (cotton), alfalfa<br />
<br />
DESCRIPTION OF STATION SITE:<br />
The station is on an approximately 200`x200` grassed area on the grounds of the Tranquility Field Office (Westlands). The grass is a seasonal mixture and is irrigated via a subterranean sprinkler system.<br />
<br />
NORTH:<br />
150ft: grassed area<br />
150ft: cotton fields<br />
<br />
EAST :<br />
50ft: grassed area<br />
50-125ft: asphalt drive and equipment storage<br />
125  ft cotton fields<br />
<br />
SOUTH:<br />
50ft: grassed area 50-150 ft: asphalt parking area/storage lot<br />
150ft: Northeast corner of a steel maintenance building<br />
<br />
WEST:<br />
150ft: grassed area<br />
150-250 ft: gravel storage area 250  ft cotton field<br />
<br />
COMMENTS:<br />
Grass is quite often droughty and overgrown with weeds. Prevailing winds are approximately Northwest across the cotton fields.",36.634028,-120.38181,191,1992-04-17,2050-12-31,58.216800000000006,2.2,True
106,Sanel Valley,Hopland,North Central Region Office,Mendocino,2/1/1991,7/27/2050,True,True,525,Grass,38º58'57N / 38.982581,-123º5'21W / -123.08928,"DATE: 11-25-02<br />
<br />
STATION#:106<br />
STATION NAME: Sanel Valley<br />
ETO ZONE: 8<br />
PREVAILING WINDS: E<br />
LOCAL CHARACTER: Agricultural region characterized by wine grapes, wineries, pears, cattle and sheep.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
Located on a University of California Field Station. It is installed in a fenced enclosure of a sheep pasture. The mixed grass/clover is sprinkler irrigated.<br />
<br />
NORTH:<br />
300ft: Mixed pasture<br />
<br />
EAST:<br />
200ft: Mixed pasture<br />
200  ft: Orchard<br />
<br />
SOUTH:<br />
100 ft: Mixed pasture<br />
100  ft: Orchard<br />
<br />
WEST:<br />
200  ft: Mixed pasture<br />
<br />
COMMENTS:<br />",38.982581,-123.08928,525,1991-02-01,2050-07-27,160.02,38.36,True
107,Santa Barbara,Santa Barbara,Southern Region Office,Santa Barbara,4/7/1993,12/31/2050,True,True,250,Grass,34º26'14N / 34.437353,-119º44'15W / -119.73742,,34.437353,-119.73742,250,1993-04-07,2050-12-31,76.2,80.42,True
108,Gerber Dryland,Gerber,Northern Region Office,Tehama,3/11/1991,5/12/1998,False,True,245,Bare,40º2'34N / 40.042778,-122º9'44W / -122.16222,,40.042778,-122.16222,245,1991-03-11,1998-05-12,74.676,0.02,False
109,Carneros,Napa,North Central Region Office,Napa,3/11/1993,1/13/2022,False,False,5,Grass,38º13'10N / 38.219503,-122º21'18W / -122.35496,"DATE: 11-25-02<br />
<br />
STATION#:109<br />
STATION NAME: Carneros<br />
ETO ZONE: 5<br />
PREVAILING WINDS: W<br />
LOCAL CHARACTER: Agricultural, primarily vineyards and cattle.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
Located on a conservation area.<br />
<br />
NORTH:<br />
75ft: Poorly maintained turf<br />
75  ft: Row of new trees<br />
75  ft; Native vegetation<br />
<br />
EAST:<br />
75ft: Poorly maintained turf<br />
75  ft; Native vegetation<br />
<br />
SOUTH:<br />
75ft: Poorly maintained turf<br />
75  ft; Native vegetation<br />
<br />
WEST:<br />
75ft: Poorly maintained turf<br />
75  ft; Native vegetation<br />
<br />
COMMENTS:<br />
Non-ETo site due to poor condition of the site.",38.219503,-122.35496,5,1993-03-11,2022-01-13,1.524,32.66,True
110,Newberry Springs,Dagget,Southern Region Office,San Bernardino,2/21/1992,12/27/1996,False,True,1929,Grass,34º50'26N / 34.840556,-116º38'30W / -116.64167,,34.840556,-116.64167,1929,1992-02-21,1996-12-27,587.9592,196.51,False
111,Green Valley Road,Watsonville,South Central Region Office,Santa Cruz,5/29/1992,1/28/2021,False,False,110,Grass,36º56'38N / 36.943964,-121º45'50W / -121.76394,,36.943964,-121.76394,110,1992-05-29,2021-01-28,33.528,66.49,True
112,San Ardo,San Lucas,South Central Region Office,Monterey,6/18/1993,3/13/1995,False,True,374,Grass,36º4'44N / 36.078889,-120º57'28W / -120.95778,,36.078889,-120.95778,374,1993-06-18,1995-03-13,113.99520000000001,46.87,False
113,King City-Oasis Rd.,King City,South Central Region Office,Monterey,6/12/1993,12/31/2050,True,True,540,Grass,36º7'16N / 36.121083,-121º5'4W / -121.08457,,36.121083,-121.08457,540,1993-06-12,2050-12-31,164.592,54.86,True
114,Arroyo Seco,Soledad,South Central Region Office,Monterey,6/18/1993,12/31/2050,True,True,235,Grass,36º20'50N / 36.347306,-121º17'29W / -121.29135,"DATE: 11-25-02<br/><br/>
STATION#:114<br/>                            STATION NAME: Arroyo Seco<br/> 
ETO ZONE: 12 <br/>
PREVAILING WINDS: North<br/>  
LOCAL CHARACTER: Agriculture, primarily wine grapes and some salad crops.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
Located on a large farming operation, the station was installed in a turf area between vineyards.<br/><br/>

NORTH:<br/>
200ft: Turf<br/>
200+ ft: Grape vines<br/><br/>

EAST:<br/>
200ft: Turf<br/>
200+ ft: Grape vines<br/><br/>

SOUTH:<br/>
100ft: Turf<br/>
100-125ft: Unpaved access road<br/>
125+ ft: Grape vines<br/><br/>
 

WEST:<br/>
100ft: Turf<br/>
100-125ft: Unpaved access road<br/>
125+ ft: Grape vines<br/><br/>
 
COMMENTS:<br/>
Minimal turf and sometimes erratic irrigation schedule makes this site one that should be used with some caution.",36.347306,-121.29135,235,1993-06-18,2050-12-31,71.628,64.58,True
115,Gonzales,Salinas,South Central Region Office,Monterey,6/12/1993,11/10/1998,False,True,146,Grass,36º30'35N / 36.50975,-121º30'57W / -121.51597,,36.50975,-121.51597,146,1993-06-12,1998-11-10,44.500800000000005,72.24,False
116,Salinas North,Salinas,South Central Region Office,Monterey,6/18/1993,12/31/2050,True,False,61,Grass,36º43'1N / 36.716806,-121º41'31W / -121.69189,"DATE: 11-25-02<br/><br/>
STATION#:116<br/>                            STATION NAME: Salinas North<br/>  
ETO ZONE: 2<br/>  
PREVAILING WINDS: NW<br/>  
LOCAL CHARACTER: Intensively agricultural primarily artichokes and salad vegetables in this area.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
 The station was installed in a small turf area in the middle of an artichoke field.  It is sprinkler irrigated.<br/><br/>

NORTH:<br/>
75ft: Turf<br/>
75-300+ ft: Artichoke field<br/><br/>

EAST:<br/>
75ft: Turf<br/>
75-300+ ft: Artichoke field<br/><br/>

SOUTH:<br/>
75ft: Turf<br/>
75-100 ft: Unpaved access road<br/>
100-300+ ft: Artichoke field<br/><br/>

WEST:<br/>
75ft: Turf<br/>
75-100ft: Unpaved access road<br/>
100-300+ ft: Artichoke field<br/><br/>

COMMENTS:<br/>
This site is primarily influenced by the movement of the marine layer over the area.",36.716806,-121.69189,61,1993-06-18,2050-12-31,18.5928,72.44,True
117,Victorville,Victorville,Southern Region Office,San Bernardino,2/1/1994,12/31/2050,True,True,2890,Grass,34º28'33N / 34.475914,-117º15'49W / -117.26351,,34.475914,-117.26351,2890,1994-02-01,2050-12-31,880.8720000000001,153.72,True
118,Cathedral City,Cathedral City,Southern Region Office,Riverside,12/7/1995,10/9/2014,False,True,392,Grass,33º50'29N / 33.841292,-116º28'43W / -116.47873,,33.841292,-116.47873,392,1995-12-07,2014-10-09,119.4816,173.74,False
119,Putah Creek,Winters,North Central Region Office,Solano,8/21/1993,1/25/1995,False,True,180,Grass,38º29'32N / 38.492167,-122º0'14W / -122.00393,,38.492167,-122.00393,180,1993-08-21,1995-01-25,54.864000000000004,0.06,False
120,Guadalupe,Guadalupe,Southern Region Office,Santa Barbara,12/24/1993,11/28/2000,False,False,110,Grass,34º57'46N / 34.962778,-120º32'55W / -120.54861,,34.962778,-120.54861,110,1993-12-24,2000-11-28,33.528,62.1,False
121,Dixon,Dixon,North Central Region Office,Solano,9/20/1994,7/6/2021,False,True,37,Grass,38º24'56N / 38.415564,-121º47'13W / -121.78691,,38.415564,-121.78691,37,1994-09-20,2021-07-06,11.277600000000001,0.0,True
122,Hastings Tract,Dixon,North Central Region Office,Solano,3/28/1995,6/10/2009,False,True,10,Grass,38º16'59N / 38.283075,-121º47'26W / -121.7906,,38.283075,-121.7906,10,1995-03-28,2009-06-10,3.048,3.57,False
123,Suisun Valley,Cordelia,North Central Region Office,Solano,8/18/1994,7/11/2010,False,True,35,Grass,38º14'2N / 38.233972,-122º7'1W / -122.11699,,38.233972,-122.11699,35,1994-08-18,2010-07-11,10.668000000000001,16.75,False
124,Panoche,Firebaugh,South Central Region Office,Fresno,7/27/1995,12/31/2050,True,True,183,Grass,36º53'24N / 36.890056,-120º43'53W / -120.73141,"DATE: 11-12-02<br/><br/>
STATION #:124<br/>	                 
STATION NAME:  Panoche<br/>
ETO ZONE: 15<br/>
PREVAILING WINDS:  WNW<br/>
LOCAL CHARACTER:  The area is characterized by agricultural activies.  Primarily alfalfa hay, cotton, and other row crops with limited livestock.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
Located at the Panoche Water District office near Firebaugh.  The site is a grassed area lying parallel with the east-west frontage road.<br/><br/>

NORTH:<br/>
125+ ft: Grass/pasture<br/>
125-150ft: Two lane paved road<br/> 
150+ ft; Alfalfa<br/><br/> 

EAST :<br/>
300+ ft: Grass/pasture<br/>
300+ ft: Gravel driveway and district office buildings<br/><br/>

SOUTH:<br/>
75ft: Grass/pasture<br/>
75+ ft: Gravel driveway and pipe storage yard<br/><br/> 

WEST:<br/>
355ft: Grass/pasture<br/>
355+ ft: Gravel driveway and neighboring home<br/><br/> 

COMMENTS:<br/>
The grass/pasture area is typically kept irrigated and is sometimes used to pasture calves.  However the grass height is variable from month to month and is usually higher than the CIMIS optimal 6 inches.  The station is located to maximize the prevailing wind fetch.",36.890056,-120.73141,183,1995-07-27,2050-12-31,55.778400000000005,1.75,True
125,Arvin-Edison,Arvin,South Central Region Office,Kern,3/22/1995,12/31/2050,True,True,500,Grass,35º12'20N / 35.205583,-118º46'42W / -118.77841,"DATE: 11-18-02<br />
<br />
STATION#:125<br />
STATION NAME: Arvin-Edison<br />
ETO ZONE: 15<br />
PREVAILING WINDS: W <br />
LOCAL CHARACTER: Agricultural area.<br />
<br />
DESCRIPTION OF STATION SITE: Located on the grounds of the Arvin-Edison Water Storage District offices. The site is a triangular shaped turf area planted to sprinkler irrigated seasonal grasses.<br />
<br />
NORTH:<br />
200ft: Turf<br />
200  ft: Equipment yard<br />
<br />
EAST:<br />
75ft: Turf<br />
75-100ft: Bare soil<br />
100  ft: Vineyard<br />
100  ft: Equipment yard (NE)<br />
<br />
SOUTH:<br />
350  ft: Turf<br />
<br />
WEST:<br />
350ft: Turf<br />
<br />
COMMENTS:<br />",35.205583,-118.77841,500,1995-03-22,2050-12-31,152.4,2.66,True
126,San Benito,Hollister,South Central Region Office,San Benito,6/9/1994,12/31/2050,True,True,340,Grass,36º51'17N / 36.854833,-121º21'46W / -121.36275,,36.854833,-121.36275,340,1994-06-09,2050-12-31,103.632,40.02,True
127,Salton Sea West,Salton City,Southern Region Office,Imperial,11/21/1994,9/16/2012,False,False,-225,Bare,33º19'40N / 33.327703,-115º56'41W / -115.94484,"DATE: 11-25-02<br />
<br />
STATION#:127<br />
STATION NAME: Salton Sea East<br />
ETO ZONE: 18<br />
PREVAILING WINDS: NNW<br />
LOCAL CHARACTER: The area is a seasonal recreational area along the shore of the Salton Sea.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
It has been installed at the base of a silted in boat ramp and jetty extending into the Salton Sea. The site is characterized by bare soil and minimal vegetation.<br />
<br />
NORTH:<br />
50ft: Sand<br />
50-75ft: Paved road<br />
75-125ft: Sand<br />
125  : Landlocked bay of Salton Sea<br />
<br />
EAST:<br />
100ft: Sand<br />
100  ft: Drop-off to beach (approximately 6`)<br />
100-250ft: Beach<br />
250  ft: Salton Sea<br />
<br />
SOUTH:<br />
75ft: Sand<br />
75ft: Drop-off to beach (approximately 6`)<br />
75  ft: Beach<br />
<br />
WEST:<br />
100ft: Sand<br />
100-125ft: Restroom<br />
125  ft: Paved road and desert<br />
<br />
COMMENTS:<br />
This is a Non-ETo station. It was installed to provide data for modeling the environment of the Salton Sea.",33.327703,-115.94484,-225,1994-11-21,2012-09-16,-68.58,123.18,False
128,Salton Sea East,Niland,Southern Region Office,Imperial,11/17/1994,8/9/2013,False,False,-226,Bare,33º13'13N / 33.220186,-115º34'48W / -115.58012,"DATE: 11-25-02<br />
<br />
STATION#:128<br />
STATION NAME: Salton Sea West<br />
ETO ZONE: 18<br />
PREVAILING WINDS: SE/NW<br />
LOCAL CHARACTER: The area is an agricultural area with some seasonal recreation such as bird watching. Agriculture is somewhat limited to hay and cattle.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
Located at the base of a jetty/levee extending into the Salton Sea. It is basically sand and some native vegetation.<br />
<br />
NORTH:<br />
200  ft: Sand and native vegetation along the levee<br />
<br />
EAST:<br />
75ft: Sand<br />
75ft: Drop-off to drainage ditch<br />
75-100ft: Drainage ditch<br />
100  ft: Sand and native vegetation<br />
<br />
SOUTH:<br />
100ft: Unpaved road<br />
100-150ft: Paved road<br />
150  ft: Abandoned farm facility<br />
<br />
WEST:<br />
25ft: Sand<br />
25ft: Drop-off to beach (approximately 6`)<br />
25-300ft: Beach and ponds<br />
<br />
COMMENTS:<br />
This is a Non-ETo station. It was installed as a companion to provide data for modeling the environment of the Salton Sea.",33.220186,-115.58012,-226,1994-11-17,2013-08-09,-68.8848,93.74,False
129,Pajaro,Pajaro,South Central Region Office,Monterey,9/13/1995,12/31/2050,True,True,65,Grass,36º54'10N / 36.902778,-121º44'31W / -121.74193,,36.902778,-121.74193,65,1995-09-13,2050-12-31,19.812,66.65,True
130,Temecula East,Temecula,Southern Region Office,Riverside,7/1/1995,11/5/1996,False,True,1500,Grass,33º33'23N / 33.556389,-117º2'13W / -117.03694,,33.556389,-117.03694,1500,1995-07-01,1996-11-05,457.20000000000005,222.46,False
131,Fair Oaks,Fair Oaks,North Central Region Office,Sacramento,4/18/1997,12/31/2050,True,True,265,Grass,38º39'0N / 38.649964,-121º13'8W / -121.21887,,38.649964,-121.21887,265,1997-04-18,2050-12-31,80.772,3.36,True
132,Morgan Hill,Morgan Hill,North Central Region Office,Santa Clara,4/28/1997,5/1/2008,False,True,385,Grass,37º9'6N / 37.151533,-121º38'11W / -121.63632,,37.151533,-121.63632,385,1997-04-28,2008-05-01,117.348,47.75,False
133,Glendale,Glendale,Southern Region Office,Los Angeles,8/7/1996,1/5/2015,False,True,1111,Grass,34º11'48N / 34.196531,-118º13'49W / -118.2302,,34.196531,-118.2302,1111,1996-08-07,2015-01-05,338.63280000000003,102.33,False
134,Barstow NE,Barstow,Southern Region Office,San Bernardino,1/8/1997,10/30/2013,False,True,2040,Grass,34º53'3N / 34.884267,-116º58'47W / -116.97986,,34.884267,-116.97986,2040,1997-01-08,2013-10-30,621.792,165.34,False
135,Blythe NE,Blythe,Southern Region Office,Riverside,1/16/1997,12/31/2050,True,False,275,Grass,33º39'46N / 33.662869,-114º33'29W / -114.55811,,33.662869,-114.55811,275,1997-01-16,2050-12-31,83.82000000000001,16.58,True
136,Oasis,Oasis/Indio,Southern Region Office,Riverside,1/7/1997,12/31/2050,True,True,12,Grass,33º31'25N / 33.523694,-116º9'21W / -116.15575,,33.523694,-116.15575,12,1997-01-07,2050-12-31,3.6576000000000004,140.59,True
137,Temecula East II,Temecula,Southern Region Office,Riverside,2/20/1997,9/20/2011,False,True,1536,Grass,33º33'29N / 33.558017,-117º1'54W / -117.03166,,33.558017,-117.03166,1536,1997-02-20,2011-09-20,468.17280000000005,221.97,False
138,Famoso,Macfarland,South Central Region Office,Kern,4/9/1997,12/29/2015,False,True,415,Grass,35º36'11N / 35.603111,-119º12'45W / -119.21259,"DATE: 11-12-02<br/><br/>
STATION#:138<br/>                            STATION NAME: Famoso<br/>
ETO ZONE: 15<br/>
PREVAILING WINDS: NW<br/>
LOCAL CHARACTER: Agricultural area with tree crops and cotton.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
Flood irrigated grass plot lying parallel to Highway 99.  There are additional sensors and equipment on the site to provide agroclimatic data for the DWR office in Fresno.<br/><br/>   

NORTH:<br/>
300ft: Grass<br/>
300+ ft: Bare ground<br/><br/>

EAST:<br/>
200ft: Grass<br/>
200+ ft: Fallow ground then elevated Highway 99.<br/><br/>

SOUTH:<br/>
300ft: Grass<br/>
300+ ft: Bare ground and paved road<br/><br/>

WEST:<br/>
200ft: Grass<br/>
200+ ft: canal and almond orchard<br/><br/>

COMMENTS:<br/>
Irrigation is sometimes erratic at this site.  Because of the bare soil areas along the roadways and in the orchards, the site equipment is subject dirty/dusty conditions but is frequently serviced.",35.603111,-119.21259,415,1997-04-09,2015-12-29,126.492,0.09,True
139,Winters,Winters,North Central Region Office,Solano,6/15/1998,12/31/2050,True,True,136,Grass,38º30'5N / 38.501258,-121º58'43W / -121.97853,,38.501258,-121.97853,136,1998-06-15,2050-12-31,41.4528,0.82,True
140,Twitchell Island,Rio Vista,North Central Region Office,Sacramento,10/8/1997,12/31/2050,True,True,0,Grass,38º7'18N / 38.121739,-121º40'28W / -121.674455,"DATE: 11-25-02<br />
<br />
STATION#:140<br />
STATION NAME: Twitchell Island<br />
ETO ZONE: 14<br />
PREVAILING WINDS: WSW<br />
LOCAL CHARACTER: Delta island that is almost entirely agricultural with some recreational use associated with the river. Typically used as grazing and some row crops.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
Located on a large pasture. Well maintained and kept efficiently grazed.<br />
<br />
NORTH:<br />
440 ft: Turf<br />
<br />
EAST:<br />
600 ft: Turf<br />
<br />
SOUTH:<br />
505 ft: Turf<br />
<br />
WEST:<br />
660 ft: Turf<br />
<br />
COMMENTS: June 16th, 2016 the station equipment location was changed to approximately one mile northwest.&nbsp; The field is similar in size and use and is close enough to the original field to carry on a continuous data collection without changing station numbers.&nbsp; Old location coordinates were <span id=""ctl00_uxCIMISAdminBody_uxStationDetailTabContainer_uxStationDetailTabPanel_uxStationDetailGrid_uxGoogleMapLatitude"" style=""color: "">38.116125,&nbsp;</span><span id=""ctl00_uxCIMISAdminBody_uxStationDetailTabContainer_uxStationDetailTabPanel_uxStationDetailGrid_uxGoogleMapLongitude"" style=""color: "">-121.659210.</span><br />",38.121739,-121.674455,0,1997-10-08,2050-12-31,0.0,2.01,True
141,Mecca,Mecca,Southern Region Office,Riverside,5/5/1998,3/11/2010,False,True,-180,Grass,33º32'13N / 33.536894,-115º59'34W / -115.9928,,33.536894,-115.9928,-180,1998-05-05,2010-03-11,-54.864000000000004,125.44,False
142,Orange Cove,Orange Cove,South Central Region Office,Fresno,1/1/1999,1/6/2023,False,False,450,Grass,36º43'16N / 36.721083,-119º23'21W / -119.38903,"DATE: 11-18-02<br/><br/>
STATION:#;142<br/>                           STATION NAME:  Orangecove<br/>
ETO ZONE:   12<br/>
PREVAILING WINDS: Westerly<br/>  
LOCAL CHARACTER:  Agricultural area known primarily for its citrus, stone fruits, alfalfa and cow-calf operations.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
 Located on a private farm operation, it was installed in a flood irrigated pasture.<br/><br/>

NORTH:<br/>
300+ ft: Pasture<br/><br/>

EAST:<br/>
200ft: Pasture<br/>
200+ ft: Home and trees  (SE)<br/><br/>
 
SOUTH:<br/>
300+ ft: Pasture<br/><br/>

WEST:<br/>
300+ ft: Pasture<br/><br/>
 
COMMENTS:<br/>",36.721083,-119.38903,450,1999-01-01,2023-01-06,137.16,3.38,True
